description,amount,category,date,transaction_type,account_name,month,source
Gold bond investment - INR 37418 - Ref 618379,1375.24,Professional Fees,,,,,indian
Electronics purchase - INR 24559 - Ref 951390,95.41,Office Supplies,,,,,indian
Electronics purchase - INR 28829 - Ref 532204,55.4,Office Supplies,,,,,indian
Retail store shopping - INR 38648 - Ref 163448,485.94,Office Supplies,,,,,indian
Hotel stay booking - INR 35788 - Ref 590258,2308.84,Travel,,,,,indian
Share trading debit - INR 6435 - Ref 531678,3029.95,Professional Fees,,,,,indian
Thai Restaurant,25.0,Miscellaneous,2018-01-29,debit,Silver Card,2018-01,excel
Brewing Company,6.6,Miscellaneous,2018-07-31,debit,Silver Card,2018-07,excel
Mall shopping payment - INR 40404 - Ref 449492,484.83,Office Supplies,,,,,indian
Zomato food delivery - INR 16143 - Ref 501077,626.79,Miscellaneous,,,,,indian
Car loan EMI - INR 12046 - Ref 691212,4114.06,Rent,,,,,indian
Swiggy order payment - INR 28792 - Ref 221018,311.49,Miscellaneous,,,,,indian
Zomato food delivery - INR 36129 - Ref 671356,755.95,Miscellaneous,,,,,indian
Gold bond investment - INR 49247 - Ref 459359,3501.65,Professional Fees,,,,,indian
Electronics purchase - INR 42111 - Ref 499711,101.57,Office Supplies,,,,,indian
Bus ticket purchase - INR 24532 - Ref 665596,1300.23,Travel,,,,,indian
Home loan EMI - INR 30039 - Ref 681384,4382.07,Rent,,,,,indian
Zomato food delivery - INR 22877 - Ref 615792,729.73,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 35763 - Ref 443548,336.57,Office Supplies,,,,,indian
Fixed deposit investment - INR 29038 - Ref 923531,4706.95,Professional Fees,,,,,indian
Uber ride payment - INR 35348 - Ref 333142,2093.67,Travel,,,,,indian
Consumer durable EMI - INR 38542 - Ref 233605,1761.93,Rent,,,,,indian
Laptop EMI payment - INR 32872 - Ref 874971,3287.69,Rent,,,,,indian
Zomato food delivery - INR 1242 - Ref 747275,501.38,Miscellaneous,,,,,indian
Metro card recharge - INR 21454 - Ref 506683,2163.98,Travel,,,,,indian
Education loan EMI - INR 44547 - Ref 211664,2342.01,Rent,,,,,indian
Ajio clothing purchase - INR 40240 - Ref 633133,252.08,Office Supplies,,,,,indian
KFC online order - INR 13504 - Ref 228532,599.22,Miscellaneous,,,,,indian
Fixed deposit investment - INR 18384 - Ref 898465,3377.71,Professional Fees,,,,,indian
KFC online order - INR 48837 - Ref 746025,708.8,Miscellaneous,,,,,indian
Demat account transfer - INR 13313 - Ref 741806,1978.59,Professional Fees,,,,,indian
Personal loan EMI - INR 17789 - Ref 281320,1548.15,Rent,,,,,indian
Hotel dinner bill - INR 8264 - Ref 575974,20.09,Miscellaneous,,,,,indian
Swiggy order payment - INR 24788 - Ref 753189,554.72,Miscellaneous,,,,,indian
Zomato food delivery - INR 28340 - Ref 415994,346.0,Miscellaneous,,,,,indian
KFC online order - INR 42033 - Ref 391718,843.06,Miscellaneous,,,,,indian
Stock market investment - INR 35481 - Ref 482923,2870.35,Professional Fees,,,,,indian
Credit card EMI - INR 4344 - Ref 174555,2405.42,Rent,,,,,indian
Mobile EMI payment - INR 7830 - Ref 498247,1426.76,Rent,,,,,indian
Stock market investment - INR 10805 - Ref 420279,3460.64,Professional Fees,,,,,indian
Car loan EMI - INR 49669 - Ref 981458,1572.47,Rent,,,,,indian
Hotel dinner bill - INR 37778 - Ref 116020,945.13,Miscellaneous,,,,,indian
Retirement fund investment - INR 43698 - Ref 894687,2863.57,Professional Fees,,,,,indian
Gold bond investment - INR 8116 - Ref 252852,2119.03,Professional Fees,,,,,indian
Share trading debit - INR 46032 - Ref 551563,2035.94,Professional Fees,,,,,indian
Zomato food delivery - INR 41830 - Ref 665550,737.93,Miscellaneous,,,,,indian
Bike loan EMI - INR 19364 - Ref 297993,3194.25,Rent,,,,,indian
Education loan EMI - INR 10927 - Ref 913102,1342.46,Rent,,,,,indian
Hotel stay booking - INR 41893 - Ref 215429,2195.77,Travel,,,,,indian
Hotel stay booking - INR 21006 - Ref 392369,1239.67,Travel,,,,,indian
Credit card EMI - INR 44603 - Ref 709333,3460.03,Rent,,,,,indian
Credit card EMI - INR 30096 - Ref 986857,1530.8,Rent,,,,,indian
Metro card recharge - INR 38613 - Ref 241447,2773.63,Travel,,,,,indian
Gold bond investment - INR 30102 - Ref 793634,3980.92,Professional Fees,,,,,indian
Flipkart purchase - INR 49454 - Ref 848792,402.75,Office Supplies,,,,,indian
Mall shopping payment - INR 30655 - Ref 291335,340.04,Office Supplies,,,,,indian
Amazon online shopping - INR 40226 - Ref 239707,437.62,Office Supplies,,,,,indian
Hotel dinner bill - INR 14180 - Ref 600274,928.2,Miscellaneous,,,,,indian
Car loan EMI - INR 29932 - Ref 813080,1214.44,Rent,,,,,indian
Electronics purchase - INR 20234 - Ref 224716,76.8,Office Supplies,,,,,indian
Gold bond investment - INR 45623 - Ref 143432,4213.64,Professional Fees,,,,,indian
Zomato food delivery - INR 40548 - Ref 857291,592.03,Miscellaneous,,,,,indian
Home loan EMI - INR 16060 - Ref 350939,1994.63,Rent,,,,,indian
eBay online order - INR 33833 - Ref 617903,469.96,Office Supplies,,,,,indian
Mobile EMI payment - INR 2333 - Ref 211002,4204.08,Rent,,,,,indian
Appliance EMI - INR 45408 - Ref 987273,4467.58,Rent,,,,,indian
Credit card EMI - INR 36905 - Ref 512131,3214.65,Rent,,,,,indian
Cafe coffee purchase - INR 43045 - Ref 619236,855.74,Miscellaneous,,,,,indian
Consumer durable EMI - INR 10814 - Ref 811555,2231.09,Rent,,,,,indian
Personal loan EMI - INR 34116 - Ref 806861,3905.25,Rent,,,,,indian
Appliance EMI - INR 6475 - Ref 186816,3970.07,Rent,,,,,indian
Bus ticket purchase - INR 2476 - Ref 354451,458.2,Travel,,,,,indian
Retail store shopping - INR 2640 - Ref 880668,105.86,Office Supplies,,,,,indian
Car loan EMI - INR 1794 - Ref 900154,2932.83,Rent,,,,,indian
Home loan EMI - INR 5365 - Ref 370001,3532.31,Rent,,,,,indian
Home loan EMI - INR 3831 - Ref 147676,4344.11,Rent,,,,,indian
Home loan EMI - INR 4599 - Ref 865741,1521.96,Rent,,,,,indian
Ajio clothing purchase - INR 30768 - Ref 702187,455.04,Office Supplies,,,,,indian
Uber ride payment - INR 9254 - Ref 364104,1719.9,Travel,,,,,indian
ETF purchase - INR 25664 - Ref 184056,1888.44,Professional Fees,,,,,indian
Laptop EMI payment - INR 34009 - Ref 232758,1817.04,Rent,,,,,indian
Retirement fund investment - INR 26184 - Ref 886436,392.28,Professional Fees,,,,,indian
Mutual fund SIP - INR 30979 - Ref 339782,1593.02,Professional Fees,,,,,indian
Fancy Restaurant,56.52,Miscellaneous,2018-12-18,debit,Silver Card,2018-12,excel
Flight ticket booking - INR 16787 - Ref 481099,2577.36,Travel,,,,,indian
Hotel stay booking - INR 40240 - Ref 509918,1787.14,Travel,,,,,indian
MakeMyTrip travel booking - INR 6550 - Ref 376047,2268.43,Travel,,,,,indian
Electronics purchase - INR 48859 - Ref 506152,209.73,Office Supplies,,,,,indian
Flipkart purchase - INR 39515 - Ref 269133,86.52,Office Supplies,,,,,indian
Credit Card Payment,458.1,Professional Fees,2019-04-18,credit,Platinum Card,2019-04,excel
Flipkart purchase - INR 37899 - Ref 698497,435.35,Office Supplies,,,,,indian
Personal loan EMI - INR 8881 - Ref 863891,4270.21,Rent,,,,,indian
Grocery Store,10.18,Office Supplies,2018-11-12,debit,Platinum Card,2018-11,excel
Consumer durable EMI - INR 37223 - Ref 148241,2917.58,Rent,,,,,indian
Ajio clothing purchase - INR 34923 - Ref 144154,80.4,Office Supplies,,,,,indian
ETF purchase - INR 5253 - Ref 950471,1208.37,Professional Fees,,,,,indian
Hotel dinner bill - INR 5985 - Ref 543359,548.51,Miscellaneous,,,,,indian
Ola cab booking - INR 38412 - Ref 374136,348.37,Travel,,,,,indian
Hotel stay booking - INR 11764 - Ref 868616,266.12,Travel,,,,,indian
Personal loan EMI - INR 26560 - Ref 965239,3705.18,Rent,,,,,indian
Hotel dinner bill - INR 10395 - Ref 166774,512.06,Miscellaneous,,,,,indian
Gold bond investment - INR 16784 - Ref 170272,2393.55,Professional Fees,,,,,indian
Retirement fund investment - INR 35840 - Ref 911046,3340.85,Professional Fees,,,,,indian
Cafe coffee purchase - INR 32312 - Ref 761148,540.42,Miscellaneous,,,,,indian
Electronics purchase - INR 11951 - Ref 626979,385.97,Office Supplies,,,,,indian
Retirement fund investment - INR 16311 - Ref 196653,380.58,Professional Fees,,,,,indian
Bakery purchase - INR 28061 - Ref 590429,807.61,Miscellaneous,,,,,indian
Metro card recharge - INR 6816 - Ref 301830,1281.56,Travel,,,,,indian
Ajio clothing purchase - INR 22775 - Ref 332939,61.6,Office Supplies,,,,,indian
Cafe coffee purchase - INR 31467 - Ref 883830,948.01,Miscellaneous,,,,,indian
Mutual fund SIP - INR 10556 - Ref 221589,433.22,Professional Fees,,,,,indian
Rapido bike ride - INR 9566 - Ref 871532,1713.23,Travel,,,,,indian
Bakery purchase - INR 38510 - Ref 221457,957.88,Miscellaneous,,,,,indian
BP,30.64,Travel,2019-06-28,debit,Silver Card,2019-06,excel
MakeMyTrip travel booking - INR 43226 - Ref 217425,990.77,Travel,,,,,indian
Flight ticket booking - INR 33149 - Ref 592825,251.12,Travel,,,,,indian
Grocery Store,41.34,Office Supplies,2019-04-12,debit,Platinum Card,2019-04,excel
Hotel stay booking - INR 29462 - Ref 245605,1570.38,Travel,,,,,indian
Hotel stay booking - INR 31727 - Ref 605482,1689.52,Travel,,,,,indian
Hotel dinner bill - INR 30119 - Ref 367618,246.8,Miscellaneous,,,,,indian
Car loan EMI - INR 10092 - Ref 809867,4646.06,Rent,,,,,indian
Swiggy order payment - INR 32788 - Ref 480086,790.82,Miscellaneous,,,,,indian
Uber ride payment - INR 3945 - Ref 456271,951.74,Travel,,,,,indian
Ola cab booking - INR 33013 - Ref 672829,1809.29,Travel,,,,,indian
Flight ticket booking - INR 4260 - Ref 981412,2254.5,Travel,,,,,indian
Appliance EMI - INR 35345 - Ref 580905,3211.46,Rent,,,,,indian
Credit card EMI - INR 41430 - Ref 568694,4951.57,Rent,,,,,indian
Personal loan EMI - INR 7719 - Ref 886039,1169.21,Rent,,,,,indian
Uber ride payment - INR 29047 - Ref 839826,2092.46,Travel,,,,,indian
Ola cab booking - INR 15324 - Ref 662262,1771.83,Travel,,,,,indian
MakeMyTrip travel booking - INR 29052 - Ref 823019,1993.06,Travel,,,,,indian
Metro card recharge - INR 1157 - Ref 551415,2387.93,Travel,,,,,indian
NPS contribution - INR 3444 - Ref 493278,1494.99,Professional Fees,,,,,indian
Education loan EMI - INR 18236 - Ref 987458,2491.66,Rent,,,,,indian
Gold bond investment - INR 31940 - Ref 767967,4761.7,Professional Fees,,,,,indian
Mobile EMI payment - INR 38237 - Ref 752507,4114.51,Rent,,,,,indian
Internet Service Provider,75.0,Utilities,2019-01-25,debit,Checking,2019-01,excel
Restaurant dine-in bill - INR 31360 - Ref 849358,238.25,Miscellaneous,,,,,indian
Bakery purchase - INR 41304 - Ref 607976,587.39,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 21402 - Ref 854676,1426.76,Travel,,,,,indian
Car loan EMI - INR 1740 - Ref 356655,2388.82,Rent,,,,,indian
Rapido bike ride - INR 45933 - Ref 113425,603.37,Travel,,,,,indian
Liquor Store,27.77,Miscellaneous,2018-05-12,debit,Platinum Card,2018-05,excel
Demat account transfer - INR 21734 - Ref 671312,2289.89,Professional Fees,,,,,indian
Bakery purchase - INR 23106 - Ref 778790,417.03,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 19035 - Ref 107505,407.87,Miscellaneous,,,,,indian
Grocery Store,12.55,Office Supplies,2018-06-12,debit,Platinum Card,2018-06,excel
Personal loan EMI - INR 19242 - Ref 637126,3500.13,Rent,,,,,indian
Ajio clothing purchase - INR 29581 - Ref 800339,192.44,Office Supplies,,,,,indian
MakeMyTrip travel booking - INR 23419 - Ref 329149,2922.98,Travel,,,,,indian
Bike loan EMI - INR 3592 - Ref 181511,1725.43,Rent,,,,,indian
Hotel dinner bill - INR 34320 - Ref 220077,272.73,Miscellaneous,,,,,indian
eBay online order - INR 14386 - Ref 228961,100.45,Office Supplies,,,,,indian
Dominos pizza order - INR 5586 - Ref 778087,211.64,Miscellaneous,,,,,indian
Mobile EMI payment - INR 40775 - Ref 890729,3860.95,Rent,,,,,indian
Airport taxi fare - INR 42678 - Ref 497999,1383.38,Travel,,,,,indian
Restaurant dine-in bill - INR 42114 - Ref 564734,888.61,Miscellaneous,,,,,indian
Ajio clothing purchase - INR 36121 - Ref 907038,484.99,Office Supplies,,,,,indian
MakeMyTrip travel booking - INR 17231 - Ref 612714,2519.12,Travel,,,,,indian
BP,34.48,Travel,2018-07-04,debit,Silver Card,2018-07,excel
MakeMyTrip travel booking - INR 46586 - Ref 730552,216.51,Travel,,,,,indian
ETF purchase - INR 19835 - Ref 447412,3981.34,Professional Fees,,,,,indian
Amazon,6.41,Office Supplies,2018-05-18,debit,Platinum Card,2018-05,excel
Retirement fund investment - INR 5859 - Ref 412741,3345.92,Professional Fees,,,,,indian
Spotify,10.69,Software/Subscriptions,2018-01-09,debit,Platinum Card,2018-01,excel
Restaurant dine-in bill - INR 49950 - Ref 949608,131.18,Miscellaneous,,,,,indian
PPF contribution - INR 34220 - Ref 212888,2841.69,Professional Fees,,,,,indian
Ola cab booking - INR 29068 - Ref 413164,2624.11,Travel,,,,,indian
Home loan EMI - INR 2102 - Ref 568386,2646.94,Rent,,,,,indian
Bakery purchase - INR 431 - Ref 453236,885.44,Miscellaneous,,,,,indian
Consumer durable EMI - INR 44257 - Ref 238351,4147.68,Rent,,,,,indian
eBay online order - INR 20931 - Ref 753922,53.22,Office Supplies,,,,,indian
Credit card EMI - INR 26761 - Ref 724004,3583.59,Rent,,,,,indian
Starbucks,5.0,Miscellaneous,2018-09-26,debit,Platinum Card,2018-09,excel
Flipkart purchase - INR 34923 - Ref 675880,343.21,Office Supplies,,,,,indian
Uber ride payment - INR 18427 - Ref 847698,1595.69,Travel,,,,,indian
Fancy Restaurant,78.0,Miscellaneous,2018-05-12,debit,Platinum Card,2018-05,excel
Myntra fashion order - INR 11076 - Ref 555420,309.79,Office Supplies,,,,,indian
Fixed deposit investment - INR 5425 - Ref 683138,1185.93,Professional Fees,,,,,indian
McDonald's meal payment - INR 15077 - Ref 785138,855.09,Miscellaneous,,,,,indian
IRCTC train ticket - INR 8368 - Ref 631114,2657.08,Travel,,,,,indian
Retail store shopping - INR 11689 - Ref 640919,121.39,Office Supplies,,,,,indian
Credit Card Payment,284.96,Professional Fees,2018-09-28,credit,Platinum Card,2018-09,excel
Supermarket shopping - INR 22349 - Ref 256241,334.63,Office Supplies,,,,,indian
Cafe coffee purchase - INR 17178 - Ref 187363,33.64,Miscellaneous,,,,,indian
Share trading debit - INR 23155 - Ref 156695,323.74,Professional Fees,,,,,indian
Restaurant dine-in bill - INR 37813 - Ref 131087,637.17,Miscellaneous,,,,,indian
Bakery purchase - INR 16176 - Ref 272851,806.32,Miscellaneous,,,,,indian
Car loan EMI - INR 4963 - Ref 582697,3696.13,Rent,,,,,indian
IRCTC train ticket - INR 27575 - Ref 735958,2726.37,Travel,,,,,indian
Mutual fund SIP - INR 7553 - Ref 427376,3040.12,Professional Fees,,,,,indian
Education loan EMI - INR 23012 - Ref 267718,2076.33,Rent,,,,,indian
Ola cab booking - INR 3293 - Ref 142376,2752.22,Travel,,,,,indian
Fixed deposit investment - INR 17992 - Ref 991438,4921.18,Professional Fees,,,,,indian
Amazon online shopping - INR 3799 - Ref 555542,300.36,Office Supplies,,,,,indian
Electronics purchase - INR 26649 - Ref 251462,382.45,Office Supplies,,,,,indian
Dominos pizza order - INR 44078 - Ref 736896,702.15,Miscellaneous,,,,,indian
Metro card recharge - INR 25864 - Ref 383576,1229.05,Travel,,,,,indian
Ajio clothing purchase - INR 7482 - Ref 745479,40.29,Office Supplies,,,,,indian
Share trading debit - INR 16171 - Ref 382914,3563.48,Professional Fees,,,,,indian
Fixed deposit investment - INR 6530 - Ref 904888,4838.09,Professional Fees,,,,,indian
Rapido bike ride - INR 20196 - Ref 608061,410.58,Travel,,,,,indian
Ajio clothing purchase - INR 3376 - Ref 355445,47.79,Office Supplies,,,,,indian
Myntra fashion order - INR 22257 - Ref 180883,42.71,Office Supplies,,,,,indian
Grocery Store,55.04,Office Supplies,2018-12-29,debit,Silver Card,2018-12,excel
MakeMyTrip travel booking - INR 7698 - Ref 559135,817.85,Travel,,,,,indian
Credit card EMI - INR 18429 - Ref 910473,1737.45,Rent,,,,,indian
IRCTC train ticket - INR 19060 - Ref 100205,948.74,Travel,,,,,indian
Gold bond investment - INR 48614 - Ref 179506,2894.57,Professional Fees,,,,,indian
Phone Company,89.4,Utilities,2018-08-10,debit,Checking,2018-08,excel
Lifestyle store purchase - INR 3264 - Ref 795359,261.21,Office Supplies,,,,,indian
Bus ticket purchase - INR 46011 - Ref 472828,1391.42,Travel,,,,,indian
Restaurant dine-in bill - INR 47538 - Ref 648530,641.61,Miscellaneous,,,,,indian
MakeMyTrip travel booking - INR 30979 - Ref 311926,1006.26,Travel,,,,,indian
Education loan EMI - INR 48236 - Ref 167957,1895.18,Rent,,,,,indian
Amazon online shopping - INR 46820 - Ref 812385,452.22,Office Supplies,,,,,indian
Bakery purchase - INR 14451 - Ref 217173,145.08,Miscellaneous,,,,,indian
Restaurant dine-in bill - INR 8271 - Ref 593922,160.4,Miscellaneous,,,,,indian
Mobile EMI payment - INR 18294 - Ref 830903,2201.06,Rent,,,,,indian
Laptop EMI payment - INR 11131 - Ref 433854,2663.42,Rent,,,,,indian
eBay online order - INR 1518 - Ref 623937,386.01,Office Supplies,,,,,indian
Credit card EMI - INR 21592 - Ref 803546,1653.61,Rent,,,,,indian
Home loan EMI - INR 26047 - Ref 227791,4023.84,Rent,,,,,indian
Stock market investment - INR 4379 - Ref 818035,1176.02,Professional Fees,,,,,indian
Dominos pizza order - INR 28151 - Ref 264533,828.2,Miscellaneous,,,,,indian
Cafe coffee purchase - INR 35729 - Ref 588406,337.3,Miscellaneous,,,,,indian
Home loan EMI - INR 10527 - Ref 981644,2862.78,Rent,,,,,indian
Personal loan EMI - INR 33621 - Ref 860086,4383.57,Rent,,,,,indian
Appliance EMI - INR 28710 - Ref 835043,4467.09,Rent,,,,,indian
Gold bond investment - INR 25020 - Ref 692709,4626.02,Professional Fees,,,,,indian
Myntra fashion order - INR 25745 - Ref 213585,490.37,Office Supplies,,,,,indian
Consumer durable EMI - INR 34858 - Ref 448695,1261.89,Rent,,,,,indian
Personal loan EMI - INR 14206 - Ref 112565,3531.17,Rent,,,,,indian
Bike loan EMI - INR 31230 - Ref 615549,4161.49,Rent,,,,,indian
Bike loan EMI - INR 24350 - Ref 114394,2124.34,Rent,,,,,indian
Grocery Store,23.74,Office Supplies,2018-03-03,debit,Silver Card,2018-03,excel
Appliance EMI - INR 46283 - Ref 262626,3446.11,Rent,,,,,indian
Mutual fund SIP - INR 44607 - Ref 336211,4597.58,Professional Fees,,,,,indian
Amazon online shopping - INR 44402 - Ref 573318,303.35,Office Supplies,,,,,indian
Flipkart purchase - INR 8299 - Ref 112236,480.85,Office Supplies,,,,,indian
Mobile EMI payment - INR 37569 - Ref 894369,1092.4,Rent,,,,,indian
Education loan EMI - INR 14589 - Ref 353461,2567.83,Rent,,,,,indian
Grocery food items - INR 10695 - Ref 241837,93.74,Miscellaneous,,,,,indian
Airport taxi fare - INR 40329 - Ref 911408,535.74,Travel,,,,,indian
Stock market investment - INR 33156 - Ref 581708,987.95,Professional Fees,,,,,indian
Flight ticket booking - INR 8891 - Ref 296881,288.83,Travel,,,,,indian
Fixed deposit investment - INR 3081 - Ref 644786,2353.29,Professional Fees,,,,,indian
Mobile EMI payment - INR 24262 - Ref 731797,2260.62,Rent,,,,,indian
Credit card EMI - INR 4291 - Ref 465138,1009.89,Rent,,,,,indian
Flipkart purchase - INR 37268 - Ref 578791,249.91,Office Supplies,,,,,indian
Mall shopping payment - INR 34617 - Ref 391946,383.92,Office Supplies,,,,,indian
Laptop EMI payment - INR 40265 - Ref 170999,4638.94,Rent,,,,,indian
Car loan EMI - INR 34198 - Ref 103127,4920.74,Rent,,,,,indian
Hotel stay booking - INR 6168 - Ref 540074,2049.2,Travel,,,,,indian
Amazon online shopping - INR 42945 - Ref 116309,204.36,Office Supplies,,,,,indian
Bike loan EMI - INR 6986 - Ref 350513,2833.8,Rent,,,,,indian
Consumer durable EMI - INR 5005 - Ref 314015,4327.09,Rent,,,,,indian
Hotel dinner bill - INR 16612 - Ref 900777,495.63,Miscellaneous,,,,,indian
